用户ID,好坏客户,年龄,负债率,月收入,家属数量
880,0,74,1202,,
881,0,26,0.137820513,1871,0
882,0,59,0.301074556,15075,0
883,0,39,0.375647341,7916,2
884,0,48,1421,,0
885,0,49,2788,,0
886,0,47,0.022504141,24750,2
887,0,28,0.679853795,4650,0
888,0,42,0.373740482,13000,2
889,0,53,0.31035201,4800,0
890,0,68,0.311916978,8575,0
891,0,31,0.283571758,4333,0
892,0,34,0.319171724,2800,1
893,0,56,0.236573549,9700,1
894,0,30,1.298161471,1250,0
895,0,52,0.274253271,4050,0
896,0,54,0.528381219,2853,0
897,0,39,0.551779288,2500,0
898,0,57,0.42893401,4333,1
899,0,60,81,,0
900,0,45,1.112942122,4975,1
901,0,33,0.032483758,2000,2
902,0,64,2004,,0
903,0,85,790,,0
904,0,34,0,5400,0
905,0,37,0.333851794,9000,0
906,0,63,0.262694922,2500,0
907,0,35,1673,,1
908,0,32,0.802308265,2685,1
909,0,73,0.504887091,8900,1
910,0,39,0.459166466,4150,0
911,0,38,2628,,0
912,0,40,0.006959443,4166,0
913,0,42,0.524458002,9178,3
914,0,36,0.194963754,2620,0
915,0,64,3930,,0
916,0,51,0.226213976,10131,3
917,0,25,0.294852574,2000,0
918,0,36,777,,
919,0,34,0.474904943,5259,2
920,1,73,274,,
921,0,55,0.27018019,9600,0
922,1,39,0.984408835,2308,1
923,0,83,0,10500,0
924,0,63,0.515793683,2500,0
925,0,52,7806,,2
926,0,59,0.271467415,11400,0
927,0,24,0.069040925,3200,0
928,0,44,0.137224283,5122,0
929,0,36,0.339874121,2700,0
930,0,74,1184,,0
931,0,45,0.224577542,10000,2
932,0,41,2809,,0
933,0,63,0.454098361,5489,0
934,0,41,0.064417178,2933,2
935,0,45,0.560214893,6700,2
936,0,54,0.343546258,25000,1
937,0,76,0.372787227,2880,0
938,0,65,0.266873313,10000,0
939,0,38,2615,,
940,0,47,0.370691923,3800,1
941,0,68,0.008222093,10337,1
942,0,34,1.220066377,3916,0
943,0,46,0.421201915,5640,2
944,1,55,0.881655429,4300,1
945,0,34,0.75145816,8400,0
946,0,29,0.046662778,12000,0
947,0,35,0,1500,0
948,0,43,0.421048246,12000,2
949,0,37,2.694610778,500,2
950,0,74,0.020736901,5400,0
951,0,55,0.514162132,7166,1
952,0,72,692,,0
953,0,80,1589,,0
954,0,50,1.317473011,2500,1
955,0,77,24,,
956,0,73,0.047400612,4577,0
957,0,52,0.257757365,8926,2
958,0,48,0.146276596,12407,0
959,0,44,0.148162041,2665,1
960,0,50,0,6400,0
961,0,44,178,,0
962,0,70,1934,,0
963,0,53,817,,3
964,0,70,0,3500,0
965,0,36,2082,,0
966,0,63,724,,0
967,0,50,0.318734063,13333,1
968,1,48,0.605098725,4000,1
969,0,62,2446,,0
970,0,53,0.315187201,9000,0
971,0,43,0.198811453,1850,3
972,0,58,0.498692509,6500,1
973,0,67,486,,0
974,0,59,0.156959213,6300,0
975,0,55,0.167543201,5323,2
976,0,82,162,,0
977,0,47,0.587361677,6867,4
978,0,43,0.246784845,8630,1
979,0,58,1.511162946,3000,0
980,0,41,0.346902339,5600,0
981,0,63,0.621679828,9750,2
982,0,50,0.432119554,4750,0
983,0,32,85,,0
984,0,37,106.2727273,21,4
985,0,36,0.061445262,2310,2
986,0,45,0.546448087,8966,1
987,0,26,346,,0
988,0,80,0.180763847,5000,0
989,1,40,0.18141723,3400,1
990,0,35,0.611050027,3637,2
991,0,52,0.313439924,6316,1
992,1,38,3558,,2
993,0,78,0.691183331,6430,0
994,0,57,0.283411686,13400,0
995,0,57,0.355043926,3300,0
996,0,32,710,,0
997,0,43,0.252274773,10000,3
998,0,60,10.17127624,3000,0
999,0,54,0.135553584,12400,0
1000,0,59,0.43955635,13433,2
1001,0,56,0.185055253,5700,0
1002,0,32,0.067877957,8750,0
1003,0,29,0.102670277,18836,2
1004,0,68,0.306846806,4366,0
1005,0,50,0,6250,0
1006,0,36,0.531659631,4500,2
1007,0,37,0.291809152,6140,4
1008,0,63,19,,0
1009,0,42,0.217236784,2250,2
1010,0,47,0.268693009,6579,1
1011,0,32,0.433893685,2200,0
1012,0,31,0.047961631,3335,4
1013,0,39,0.537720414,5500,1
1014,0,52,2574,,2
1015,0,46,1.055195584,4166,0
1016,0,57,2910,,0
1017,1,47,0.53540175,2513,0
1018,0,41,0.278969295,6480,0
1019,0,49,3308,,1
1020,0,36,0.637788225,4466,1
1021,0,35,0.498566762,15000,0
1022,0,50,1132,,0
1023,0,75,0.009947892,4221,1
1024,0,32,0.178302196,3050,2
1025,0,66,1408,,1
1026,0,38,0.134071341,6503,3
1027,0,58,1068,,0
1028,0,47,0.158997955,7823,0
1029,0,44,0.288725647,3130,1
1030,1,35,0.93824256,8500,2
1031,0,39,0.407318536,5000,0
1032,0,54,0.428758481,8400,1
1033,0,58,0.065139307,10300,2
1034,0,65,0.194925029,2600,3
1035,0,55,2.496503497,1000,2
1036,0,71,0.308086489,8000,0
1037,0,35,3947,,0
1038,0,80,0.431051723,11000,0
1039,0,27,0.153061224,2253,0
1040,0,39,0.287181335,11100,2
1041,0,51,0.061148228,8830,1
1042,0,47,0.069744476,8100,2
1043,0,46,7,,1
1044,0,51,35,,0
1045,1,34,0.248187953,4000,2
1046,0,39,0.273340433,2816,0
1047,0,84,51,,0
1048,0,53,0.266824339,4650,0
1049,0,34,0.211071821,8200,0
1050,0,81,0.312868713,10000,0
1051,0,63,0.38510101,2375,0
1052,0,43,2.579171742,1641,3
1053,1,59,6.094452774,2000,1
1054,0,30,2235,,0
1055,0,61,0.469418849,13782,0
1056,0,68,0.777370438,6000,0
1057,0,48,0.003547815,6200,1
1058,0,63,0.042235495,2343,0
1059,0,26,262,,0
1060,0,51,0.262962153,4570,0
1061,0,72,1004,,0
1062,0,66,0.39184953,5103,0
1063,0,38,0.225741941,12500,0
1064,0,66,0.611755298,2500,0
1065,0,35,0.000526177,3800,0
1066,0,50,0.4474,9999,0
1067,0,68,0,,0
1068,0,62,0.015661446,3000,0
1069,0,54,0.586137954,3000,0
1070,0,38,0.110878973,6700,3
1071,0,45,0.365016502,7574,1
1072,0,58,0.210742857,8749,0
1073,0,49,1632,,0
1074,0,34,0.462354974,4050,1
1075,0,43,0.099845092,7100,1
1076,0,73,1627,,0
1077,0,43,0.281729338,15450,5
1078,0,63,1313,,0
1079,0,80,0.42985336,4568,0
1080,0,41,0.27491843,9500,2
1081,0,60,0.24045329,10500,0
1082,0,22,0,0,0
1083,0,34,0.090524087,5666,1
1084,0,43,0.129623459,3000,0
1085,1,41,0.493126718,4000,2
1086,0,34,0.335438375,9500,2
1087,0,34,0.14802475,2100,0
1088,0,87,0.067381539,6900,1
1089,0,66,0.229471417,11142,0
1090,0,41,0.224395714,8025,4
1091,0,37,0.372395469,7150,2
1092,1,41,219,,
1093,0,66,0.38317757,5884,0
1094,0,33,0.378525482,2020,0
1095,0,67,0.329780147,1500,0
1096,0,48,0.691654173,2000,2
1097,0,61,28,,0
1098,0,67,0.326283407,5200,2
1099,0,32,0.368421053,4084,0
1100,0,59,0.480057771,9000,0
1101,0,50,1.052171197,3200,3
1102,0,37,0.683523654,4290,2
1103,0,62,0.071378477,12832,0
1104,0,52,0.012372578,12850,3
1105,0,82,0.048228914,26000,0
1106,0,63,0.31506036,5052,1
1107,0,63,0.364188164,2635,1
1108,0,64,0.09438021,14875,1
1109,0,54,0.520623969,20000,2
1110,0,53,0.34210815,9116,1
1111,0,78,396,,
1112,0,62,1.031724668,5200,1
1113,0,64,0.447430975,5468,0
1114,0,37,0.377631696,11256,1
1115,0,30,2129,,0
1116,0,71,0.017903057,10500,0
1117,0,65,15,,0
1118,0,57,0.604398743,3500,0
1119,0,52,0.579717373,6014,3
1120,0,39,0.607185223,5900,0
1121,0,39,1776,,0
1122,0,66,0.404638145,2500,0
1123,0,55,1,0,0
1124,0,47,0.401267976,6466,0
1125,0,72,0.426685865,4166,0
1126,0,53,0.092762895,2500,0
1127,0,70,0,,
1128,0,45,3799,,2
1129,0,36,0.2706115,6573,0
1130,0,52,0.188452887,4000,1
1131,0,45,0.25974805,5000,0
1132,0,74,0.76967187,3138,0
1133,0,48,0.05692407,10838,1
1134,0,35,0.430314406,2130,2
1135,0,46,0.450288902,5018,0
1136,0,76,0.117910841,3790,0
1137,0,47,0.52674524,3308,3
1138,0,70,0.252527295,4945,0
1139,0,46,0.214688239,5500,2
1140,0,39,0.326036484,3014,0
1141,0,80,0.29991431,3500,1
1142,0,38,17,,0
1143,0,28,0.08997001,3000,0
1144,0,58,0.384779992,7476,0
1145,0,42,0.914452555,3424,1
1146,0,60,0.150494324,2730,1
1147,1,55,773,,0
1148,0,43,0.533815481,10231,4
1149,0,56,1.478577549,2333,0
1150,0,55,0.939430965,5728,0
1151,0,32,1,,0
1152,0,36,2162,,2
1153,0,50,0.894878706,11500,0
1154,1,57,1.141452126,3456,1
1155,0,45,0.012529992,3750,3
1156,0,53,0.460725507,3500,0
1157,0,48,12546,,0
1158,0,23,0.003127443,2557,0
1159,0,80,0.4375,4079,1
1160,0,54,1.843949701,4850,1
1161,0,58,0.812428571,6999,1
1162,0,48,0.348886815,7500,2
1163,0,29,0.5029988,2500,0
1164,0,59,0.151986183,11000,0
1165,0,56,0.702749471,5200,2
1166,0,44,1383,,1
1167,0,71,2061,,0
1168,1,45,2788,,0
1169,0,44,0.431368631,5004,3
1170,0,58,0.414148447,7180,0
1171,0,57,0.627822789,5800,0
1172,0,55,0.37584925,7800,1
1173,0,82,0,1400,0
1174,1,71,0.313816494,2800,0
1175,0,65,0.173402868,2300,0
1176,0,69,2209,,2
1177,0,54,1370,,0
1178,0,68,1968,,0
1179,0,58,0.251769464,8900,3
1180,0,31,220,,0
1181,0,48,0.119083018,20850,2
1182,0,64,0.476433476,10777,0
1183,0,60,263,,0
1184,0,79,0.304637654,10500,1
1185,0,70,0.723310676,2500,0
1186,0,63,0.315812527,6848,0
1187,1,27,0.009995457,2200,1
1188,0,58,0.592103062,5976,1
1189,0,58,0.034020012,8494,3
1190,0,65,0.248417722,7583,0
1191,0,48,0.31834083,2000,1
1192,0,43,0,,0
1193,0,46,0.224283305,3557,3
1194,0,43,0.256738293,8050,1
1195,0,65,315,,
1196,0,70,0.213109877,10083,0
1197,0,75,0.136302675,14166,0
1198,0,50,0.914857386,2348,0
1199,0,36,0.310935893,2916,2
1200,0,64,0.264227981,12000,0
1201,1,36,0.157678245,4375,2
1202,0,48,4212,,0
1203,0,62,0.29563096,9017,0
1204,0,68,0.196745562,1351,0
1205,0,59,0.020359935,5500,1
1206,0,53,0.545157068,4583,1
1207,0,37,1898,,0
1208,0,56,0.084599116,5200,0
1209,0,41,0.388436652,4790,0
1210,0,77,0.554915922,6600,0
1211,0,53,0,3000,1
1212,0,68,0.064577141,3700,1
1213,0,68,0.699205217,4906,0
1214,0,55,0.65170345,9333,2
1215,0,57,0.232339826,4260,1
1216,0,74,0.209539523,13333,0
1217,0,73,0.685146095,9000,0
1218,0,49,2461,,3
1219,0,69,0.012931609,7500,0
1220,0,54,2859,,1
1221,0,29,0.299711296,5541,0
1222,0,88,6,,
1223,0,28,0.012387188,5650,0
1224,0,27,0.014697237,1700,1
1225,0,43,0.437351223,4620,0
1226,0,56,0.238432226,1836,0
1227,0,27,0.15104398,2250,0
1228,0,50,1.434782609,2000,1
1229,0,43,0.150205533,9000,2
1230,0,68,0.012468828,3608,0
1231,0,37,1.687366167,1400,0
1232,1,60,0.540617473,4566,0
1233,0,38,0.1247501,2500,1
1234,0,63,3400,,1
1235,0,64,423,,0
1236,0,41,0.19675058,5600,2
1237,0,33,0.439755691,1800,4
1238,0,64,0.735554618,2370,0
1239,0,73,3256,,
1240,0,54,0.401668012,7433,2
1241,0,53,0.253686578,4000,1
1242,0,59,1164,,0
1243,0,62,0.014802119,6417,0
1244,0,60,0.220213749,7578,0
1245,0,46,0.276620563,6000,1
1246,0,39,0.785196922,4417,0
1247,0,52,0.427216786,9912,1
1248,0,67,1031,,0
1249,0,52,0.306472244,3908,1
1250,0,65,0.061422414,5567,0
1251,0,84,0,,0
1252,0,47,4085,,0
1253,0,46,0.302199741,8500,0
1254,0,63,0.953488372,1805,0
1255,0,78,0.028257457,5732,0
1256,0,62,0.005187456,4240,0
1257,0,30,2065,,
1258,0,53,0.139694329,7000,0
1259,0,74,3,,
1260,0,71,0.332303218,5500,1
1261,1,45,0.482275525,4710,2
1262,0,31,1268,,0
1263,0,58,0.003999,4000,0
1264,0,70,4681,,0
1265,0,62,0.48771563,1912,0
1266,0,45,0.478190226,8000,1
1267,1,74,0.2964495,2900,0
1268,1,31,0.261369315,2000,0
1269,0,63,0.007998609,5750,0
1270,0,76,613,,
1271,0,54,0.68240621,3091,1
1272,0,54,695,,1
1273,0,57,0.281414439,4750,1
1274,0,45,0.441760601,3725,2
1275,0,54,0.21915701,9750,0
1276,0,50,0.323338331,2000,1
1277,0,29,0.080187299,6833,0
1278,1,35,0.062791628,7500,2
1279,0,53,2196,,4
1280,0,71,0.318874019,6500,0
1281,0,30,1756,1,0
1282,0,82,278,,
1283,0,48,0.917543584,6366,1
1284,0,41,0.007664112,3000,0
1285,0,33,430,,0
1286,1,59,2.219737309,5633,0
1287,0,68,0.634674923,1614,1
1288,0,31,0.041959578,4551,0
1289,0,39,0.385015331,7500,1
1290,0,50,0.596621408,6333,0
1291,0,80,0.006854172,8461,0
1292,0,35,0.234095738,8000,0
1293,0,44,0.418147936,6975,1
1294,0,61,3851,,1
1295,0,55,0.302395774,5300,0
1296,0,51,0.357444651,5916,1
1297,1,34,0.254256527,6166,2
1298,0,45,0.199100928,6895,0
1299,0,44,2518,,4
1300,1,30,0.015108425,5625,1
1301,0,41,0.037185126,2500,1
1302,0,67,0.182522829,9417,0
1303,0,42,0.483205749,6400,4
1304,0,75,0.082053743,2083,0
1305,0,41,0.316851482,5500,2
1306,0,39,0.351426383,10445,4
1307,0,70,0.008663779,3000,0
1308,0,63,1448,,0
1309,0,41,0.365306454,6150,0
1310,0,59,0.496729238,7031,2
1311,0,52,3844,,0
1312,1,42,0.884470118,4500,2
1313,0,57,0,,0
1314,1,59,1.473797947,1850,0
1315,0,49,1.60215311,4179,3
1316,0,67,2290,,1
1317,0,49,0.249922094,6417,0
1318,0,59,0.653881071,4405,0
1319,0,27,1.055530875,2250,0
1320,0,57,0.457734957,5500,0
1321,0,67,0.031403337,2037,1
1322,0,32,0.619267168,4120,1
1323,0,59,153,,0
1324,0,77,0.533965245,2531,0
1325,0,48,0.484398217,5383,0
1326,0,45,0.158640227,6000,2
1327,0,45,0.202103511,13215,2
1328,0,82,3,,0
1329,0,63,0.104972376,3800,0
1330,0,59,1486,,2
1331,0,50,69,,3
1332,0,49,0.380691598,6390,0
1333,0,41,0.370769853,7416,1
1334,0,50,0.507061617,8000,3
1335,0,73,0.226599205,8300,0
1336,0,53,0.53749837,7666,0
1337,0,38,0.267259537,4272,0
1338,0,80,0.00012837,7789,0
1339,1,26,0.160912815,3417,0
1340,1,69,0.279980823,14600,0
1341,0,77,0.238471257,3165,0
1342,0,68,3015,,0
1343,0,74,0.37567161,9305,8
1344,0,59,6994,,2
1345,0,32,0.288977727,1750,2
1346,0,39,0.055915527,4166,0
1347,0,49,0.300174956,4000,1
1348,0,53,0.323067693,10000,1
1349,0,56,0.287934952,8362,2
1350,0,62,1463,,0
1351,0,47,0.754365541,11166,2
1352,0,27,0.087017653,6400,0
1353,0,42,0.381654964,11250,3
1354,0,43,3278,0,0
1355,0,59,0.365119461,9500,0
1356,0,30,0.262804799,7750,0
1357,0,32,0.37043826,6000,1
1358,0,57,0.001332889,3000,1
1359,0,42,0.005084401,4916,0
1360,0,44,0.265853034,11716,1
1361,0,67,0.186116269,7000,0
1362,0,35,0.390764509,7167,0
1363,0,72,2430,,1
1364,0,25,0.155248456,3400,0
1365,0,52,0.134433192,6121,0
1366,0,46,0.014388489,833,0
1367,0,44,0.372925415,5000,0
1368,0,47,0.684559617,6482,2
1369,0,53,0.248861238,9000,2
1370,0,37,0.372540812,7166,0
1371,0,87,0.010723861,1864,1
1372,0,65,7,,
1373,0,65,1.034372502,1250,0
1374,0,33,0.732948234,4500,0
1375,0,72,0.277165033,9791,0
1376,0,65,0.662545192,13829,1
1377,0,31,0.254913728,6664,0
1378,0,83,4,,0
1379,0,59,0.028554343,60200,1
1380,0,80,0.391101483,6000,0
1381,0,55,0.363039132,3500,0
1382,0,59,0.280407101,21910,1
1383,0,33,0.282588669,8683,1
1384,0,60,0.016795866,5417,0
1385,0,63,0.012506724,7435,0
1386,0,61,0.950642674,3889,1
1387,0,61,0.320731136,6400,0
1388,0,62,0.246739697,3833,0
1389,0,72,133,,0
1390,0,44,0.252374763,10000,2
1391,0,58,937,,0
1392,0,59,0.164019337,11583,1
1393,0,70,1252,,0
1394,0,67,0.099890231,12753,1
1395,0,39,0.00252605,3166,0
1396,0,40,3228,,0
1397,0,44,0.117095508,4585,5
1398,0,60,3955,,0
1399,0,44,0.429330591,11666,4
1400,0,49,0.162335066,2500,1
1401,1,38,0.6536804,5800,2
1402,0,76,0.138246215,3500,0
1403,0,37,0.26991654,10543,0
1404,0,56,0.389627295,14595,2
1405,1,67,0.345825195,16383,1
1406,0,64,0.575630741,8600,0
1407,0,44,0.514308746,2480,5
1408,0,38,0.507758759,6250,2
1409,0,73,4,,
1410,0,61,0.248972297,5594,0
1411,0,84,0.278180455,4000,0
1412,0,52,2574,,0
1413,0,50,0.55618104,4440,2
1414,0,40,0.730317064,2806,3
1415,0,41,0.768520892,3900,1
1416,0,82,0.018150601,4076,0
1417,0,63,0.005165806,6000,0
1418,0,66,0.304592315,3200,0
1419,0,63,496,,0
1420,0,59,0.160813579,6833,0
1421,0,58,0.104809516,5800,2
1422,0,38,0.273972603,10000,1
1423,1,41,0.526684164,8000,1
1424,0,72,0.068935962,8166,0
1425,0,64,0.002893975,3800,0
1426,0,60,0.63353639,3118,0
1427,0,49,0.684568131,10743,2
1428,0,41,0.249076288,4600,2
1429,0,50,0.362583537,24090,1
1430,0,57,0.283543291,5000,0
1431,0,34,0.196640721,2440,5
1432,0,43,125,,0
1433,0,52,0.001938402,4642,0
1434,0,48,0.129354508,3903,0
1435,0,53,1635,,2
1436,0,65,2965,,1
1437,0,58,0.321542384,6275,0
1438,0,43,2022,,1
1439,0,66,0.363573148,18694,0
1440,0,30,0.162629758,2600,0
1441,0,46,0.498110831,1587,0
1442,0,48,0.143671858,4558,0
1443,0,53,1.333712265,7916,0
1444,0,55,0.542411134,5316,2
1445,0,39,0.100164204,2435,0
1446,0,71,0.349572725,11350,0
1447,0,40,0.152938343,8303,2
1448,0,46,2162,,0
1449,0,51,0.841945289,6250,3
1450,0,29,558,,0
1451,0,45,0.248252006,13586,3
1452,0,64,0.469695416,9750,0
1453,0,52,0.226816225,7666,2
1454,0,89,1,,0
1455,0,76,325,,0
1456,0,45,0.878525593,6700,3
1457,0,44,0.478291378,11400,0
1458,0,35,0.424098921,3800,0
1459,0,62,1609,,0
1460,0,62,3024,,0
1461,0,36,0.151914167,4100,0
1462,0,60,0.224294881,6700,0
1463,0,61,0.49910018,5000,0
1464,0,73,2498,,0
1465,1,54,0.866732547,14166,3
1466,0,44,2648,,3
1467,0,67,0.158012596,7144,0
1468,0,42,1146,,3
1469,0,64,322,,0
1470,0,51,0.385322935,5000,0
1471,0,65,0.282883462,9335,2
1472,0,64,0.419895026,4000,0
1473,0,41,0.450440529,10895,1
1474,0,48,0.090381924,5000,0
1475,0,62,1348,,0
1476,0,60,0.254106556,7000,0
1477,0,51,1.123247319,8486,1
1478,0,80,0.23319682,4150,1
1479,0,56,0.854103343,3618,2
1480,0,39,0.602840353,4083,2
1481,0,36,0.082448854,6500,1
1482,0,53,0.451816271,3330,0
1483,0,66,0.000499917,6000,0
1484,0,35,3041,,0
1485,0,46,0.048500555,2700,0
1486,1,55,0.490218316,3526,1
1487,0,34,1.034152436,2400,3
1488,0,26,0.411100659,2125,0
1489,0,26,0.843945069,800,0
1490,0,52,0.090074333,2286,0
1491,0,58,0.195229306,7042,4
1492,0,42,1.412587413,1000,0
1493,0,51,0.246160694,4492,2
1494,0,66,0.027951606,2396,0
1495,0,62,0.477690571,9300,1
1496,0,87,0.01910828,6436,0
1497,0,63,0.032692543,8166,0
1498,0,30,0.737718568,1200,0
1499,0,47,2174,,
1500,0,57,0.324611033,4241,1
1501,0,37,0.44555542,8200,2
1502,0,65,0.265089623,8200,1
1503,0,69,0.432807679,5833,0
1504,0,61,2,,0
1505,0,38,0.476190476,4304,2
1506,0,43,0.313671582,4000,0
1507,0,54,0.280197575,4453,2
1508,0,44,0.643262895,4400,2
1509,0,48,0.32941435,9100,1
1510,0,63,0.099980004,5000,1
1511,0,46,0.036921329,7041,0
1512,1,42,31,,0
1513,0,41,0.276689324,2500,0
1514,0,35,3268,,0
1515,0,34,0.308230874,5855,0
1516,0,29,0.155711072,4000,0
1517,0,45,0.075146243,20000,0
1518,0,35,0.353107815,6000,0
1519,0,73,0.289518318,5895,0
1520,0,69,1234,,1
1521,0,45,0.563852484,3280,4
1522,0,53,0.281642229,8524,0
1523,0,29,0.450358041,5166,0
1524,0,74,0.523546435,3800,0
1525,0,63,0.673983917,4600,1
1526,0,35,0.114119117,2400,0
1527,0,43,0.216678332,10000,2
1528,0,42,0.700270556,8500,2
1529,0,80,0.048762191,1332,0
1530,0,58,0.289779829,10400,1
1531,0,86,0.141974187,5500,0
1532,0,28,0.154551135,4800,3
1533,0,42,0.105620649,17666,0
1534,0,59,0.263461966,13500,0
1535,0,43,8.007968127,250,2
1536,0,27,0.133777672,4200,0
1537,0,40,0.303013393,3583,2
1538,0,59,0.31697841,61000,1
1539,0,63,65,,2
1540,0,65,0.146763902,2193,0
1541,0,63,4542,,0
1542,0,63,0.589572193,2243,0
1543,0,30,0.149209191,3350,0
1544,0,45,1559,,0
1545,0,80,0.123590725,4700,0
1546,0,55,0.025917927,4166,1
1547,0,61,0.343653846,5199,0
1548,0,83,0,9704,0
1549,0,44,2.699720112,2500,0
1550,0,31,0.35297212,1900,0
1551,0,77,0.010284245,7000,0
1552,0,57,1.64846981,2417,0
1553,0,46,0.643,14999,0
1554,0,42,0.108598726,12559,3
1555,0,67,685,,0
1556,0,33,0.107851172,6100,0
1557,0,34,0.062897655,5500,0
1558,0,49,0.196738963,6500,2
1559,0,54,0.160825176,9500,1
1560,0,42,0.468198992,3175,0
1561,0,57,6696,,0
1562,0,58,2707,,2
1563,0,48,0.362545818,3000,1
1564,0,87,140,,0
1565,0,86,60,,0
1566,0,68,1277,,
1567,0,88,0,9265,0
1568,0,76,0.282181539,10432,0
1569,0,70,24,,0
1570,0,72,0.16900596,5200,1
1571,0,59,0.549862534,4000,0
1572,0,49,0.227886057,2000,0
1573,0,24,0.135388461,4800,2
1574,0,56,0.055031668,7104,1
1575,0,54,0.558740602,6383,1
1576,0,41,0.108461814,5577,1
1577,0,46,0.378128675,5952,3
1578,0,41,0.534155364,4054,1
1579,0,64,0.583655513,7500,0
1580,0,30,0.154187958,4500,0
1581,1,42,0.260608705,9166,1
1582,0,89,0.000572902,3490,0
1583,0,43,0.159026599,5300,1
1584,0,63,0.208084051,6852,0
1585,0,37,0.255326195,9058,0
1586,0,55,0.148483601,7286,0
1587,0,26,0,2400,0
1588,0,68,0.051771117,2568,3
1589,0,38,0.49730054,5000,2
1590,0,48,245,,0
1591,0,26,0.337244676,2300,0
1592,0,48,0.218109655,10833,0
1593,0,52,0.380131887,4700,0
1594,0,44,0.234941265,4000,0
1595,0,61,0.852235551,1833,0
1596,0,66,0.943611278,5000,0
1597,0,42,0.504559635,8333,3
1598,0,67,2969,,0
1599,0,49,29,,
1600,1,35,0.900911497,3400,0
1601,0,53,2658,,0
1602,0,51,0.361329834,8000,0
1603,0,49,0.544228523,9416,2
1604,0,53,0.120938628,4985,0
1605,0,58,0.327109783,4016,0
1606,0,46,3353,,1
1607,0,51,0.007997715,3500,1
1608,0,45,0.142285905,3000,1
1609,0,33,0.270289344,2833,0
1610,0,51,2391,,0
1611,0,64,0.391854139,6800,3
1612,0,60,1812,,0
1613,0,39,0.439362795,9729,3
1614,0,85,88,,0
1615,1,27,0.106808245,1600,0
1616,0,29,364,2,0
1617,0,65,3622,,0
1618,0,50,0.420291743,23033,0
1619,0,61,0.61966257,4800,0
1620,0,26,0,0,0
1621,0,61,0.222951896,6090,0
1622,0,28,0.3041988,3500,0
1623,0,56,0.65971575,8583,0
1624,0,49,0.355376308,15000,3
1625,0,88,0.004481434,3123,0
1626,0,39,0.435848607,4200,2
1627,0,55,0.827377113,7750,0
1628,0,56,0.318019519,4200,2
1629,0,44,0.165314965,9000,2
1630,0,64,0.310222339,7600,1
1631,0,72,0.18566124,3500,0
1632,0,51,0.732788003,4400,2
1633,0,39,0.286938021,17860,0
1634,0,56,2779,,3
1635,0,43,0.276211189,13333,2
1636,0,44,0.443923077,12999,2
1637,0,41,0.409914601,4800,2
1638,0,41,0.00419958,10000,0
1639,0,70,0.595462092,1806,0
1640,0,36,0.137081955,2720,2
1641,0,53,0.562443192,5500,2
1642,0,47,0.750680787,9914,5
1643,0,66,1784,,0
1644,0,71,0.194158076,4073,0
1645,0,53,0.278075992,9500,1
1646,0,50,740,,4
1647,0,69,0,,0
1648,0,28,28,,
1649,1,45,0.501614046,12700,1
1650,0,49,0.913286004,1971,0
1651,0,33,0.481544577,7043,1
1652,0,60,0.357151076,8690,2
1653,0,34,0.357756601,6400,0
1654,0,34,0.243744128,11708,0
1655,0,44,0.183349121,9500,2
1656,0,52,0.150484952,10000,3
1657,0,49,0.24042455,6500,0
1658,0,71,0.233691577,4000,2
1659,0,46,0.149445764,5051,0
1660,0,48,3005,,2
1661,0,62,0.290083632,4184,2
1662,0,41,0.211888395,2472,0
1663,1,50,1305,,0
1664,0,37,0.067859022,1900,0
1665,0,57,0.555111222,4000,0
1666,0,43,0.206479352,10000,0
1667,0,47,1.862758161,1500,0
1668,0,44,0.120768229,3071,1
1669,0,32,0.630046584,2575,0
1670,0,29,0,,0
1671,0,30,0.214595135,3000,0
1672,0,43,3986,,0
1673,0,41,1845,,0
1674,0,32,0.716513395,2500,0
1675,0,52,0.360159658,10772,4
1676,0,36,0.3118458,7833,0
1677,0,34,0.36540709,2566,0
1678,0,76,0.01371298,10500,0
1679,0,47,0.342544069,8395,0
1680,0,39,0.15199392,25000,3
1681,0,41,0.381154711,4000,1
1682,0,35,0.007617597,5250,0
1683,0,63,0.521441726,3800,1
1684,0,80,0.093687518,3500,0
1685,0,40,509,,0
1686,0,43,0.418702196,4052,0
1687,0,60,114,,0
1688,0,43,0.302766085,3325,0
1689,0,71,1959,,2
1690,0,44,0.431305341,3500,2
1691,0,67,0.37942033,7210,0
1692,0,74,8,,0
1693,0,48,0.425821711,12260,4
1694,0,73,1529,,2
1695,0,44,0.192690243,12667,2
1696,0,57,0.376373626,6915,2
1697,0,49,2883,0,1
1698,0,66,0.293398759,10800,1
1699,0,58,1.042791442,5000,0
1700,0,45,0.10996858,3500,1
1701,0,67,1295,,3
1702,0,29,0.00119952,2500,0
1703,0,77,0.311583578,4091,0
1704,0,35,0.903676471,2719,0
1705,0,59,0.00119976,5000,0
1706,0,33,0.009998276,5800,0
1707,0,70,0.024569089,10500,0
1708,0,66,0.214392804,2000,0
1709,0,44,0.359768292,14500,1
1710,0,72,508,,0
1711,0,29,1394,,0
1712,0,59,0.664255618,14239,2
1713,0,55,0.012643379,7671,0
1714,1,52,0.237812128,6727,1
1715,0,70,0.626394732,10933,0
1716,0,67,0.499126383,1716,0
1717,0,30,0.205498473,3600,1
1718,0,61,37.5,1,0
1719,0,73,681,,0
1720,0,25,0.633373934,820,0
